@relation 'maven 3.3.3-3.3.9'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
12,0,2,15,1,0,33,yes
9,3,10,23,1,82,89,yes
10,0,3,16,0,0,56,no
1,0,2,15,1,0,15,no
4,1,10,33,2,93,56,yes
4,0,9,22,1,58,72,yes
11,0,6,39,3,66,92,yes
6,0,4,17,0,37,54,yes
4,0,13,31,2,0,138,no
2,0,3,16,0,0,16,no
3,0,20,33,1,90,85,no
14,0,13,26,1,79,127,yes
6,0,11,34,2,45,81,yes
6,0,6,19,0,66,54,yes
1,0,3,16,0,0,16,no
2,0,2,15,1,0,13,no
26,0,16,29,1,89,319,yes
10,0,9,47,2,11,144,no
28,1,19,32,0,85,610,yes
24,0,17,30,1,70,277,yes
4,0,4,17,0,0,19,no
3,0,1,14,1,0,10,yes
43,1,36,49,0,93,656,yes
5,0,6,19,0,50,31,no
8,0,5,18,1,19,48,no
3,0,7,20,0,66,58,no
4,1,5,18,0,40,30,no
3,1,5,49,0,60,32,no
5,0,15,28,0,66,73,no
4,1,7,20,0,71,42,no
1,0,1,16,2,0,8,no
9,0,8,21,0,70,88,no
8,4,10,23,1,78,70,yes
1,0,1,45,0,100,9,no
0,0,0,14,1,0,4,no
3,0,2,15,0,0,23,no
1,0,1,14,0,0,8,no
3,0,5,28,2,0,35,yes
1,1,1,14,0,0,8,no
3,0,5,28,2,0,35,yes
5,0,1,14,0,0,17,no
3,0,5,28,2,0,35,yes
5,0,1,14,0,0,17,no
3,0,5,28,2,0,35,yes
25,0,51,64,1,90,747,yes
6,0,5,18,0,70,34,yes
20,0,9,22,0,77,114,yes
37,1,12,25,0,91,558,yes
14,3,4,17,1,87,74,no
10,0,5,18,0,0,44,yes
8,0,4,21,2,0,36,no
10,0,5,22,2,0,51,no
15,0,7,24,2,85,105,yes
9,0,7,20,1,57,57,yes
9,0,10,23,0,56,130,yes
1,0,1,16,2,0,8,no
1,0,1,16,2,0,8,no
1,0,1,16,2,0,8,no
2,1,4,17,1,50,30,no
1,4,2,15,1,0,13,no
7,0,5,18,0,80,43,no
7,0,5,18,0,80,43,no
19,0,7,20,1,35,115,no
2,1,2,52,1,100,7,no
1,0,2,50,0,0,13,no
2,0,15,28,0,87,74,no
5,0,43,56,0,91,222,no
10,0,10,23,0,44,84,yes
9,0,1,14,0,0,92,no
9,0,2,15,0,0,52,yes
10,0,4,17,1,50,59,no
4,0,1,14,0,0,28,no
4,0,2,15,1,0,26,no
12,0,4,17,0,50,157,yes
10,0,4,17,1,14,80,no
1,0,4,48,0,100,20,no
