@relation 'Jabref 3.1-3.2 data'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
22,0,10,23,0,0,161,yes
149,0,58,782,0,96,1670,yes
7,0,2,38,1,50,16,yes
8,0,2,38,1,0,21,no
7,0,2,38,1,0,10,no
6,0,1,37,1,0,8,no
9,0,2,38,1,0,11,no
6,0,1,37,1,0,11,no
8,0,2,38,1,0,10,no
6,0,2,38,1,0,9,no
6,0,2,38,1,0,9,no
6,0,2,38,1,50,14,yes
11,0,2,38,1,0,18,no
12,0,2,38,1,0,17,no
9,1,8,44,1,0,52,yes
7,0,2,38,1,0,10,no
11,0,2,38,1,0,15,no
9,0,2,38,1,50,40,yes
2,0,2,701,0,0,13,no
17,0,2,38,1,0,43,yes
15,0,2,35,0,0,13,no
6,0,2,38,1,0,11,no
8,0,2,722,0,0,25,yes
10,0,4,22,1,33,43,no
4,0,1,14,0,0,18,no
7,0,2,38,1,0,15,no
45,0,8,707,0,73,517,yes
16,0,11,41,0,68,90,no
11,0,2,35,0,0,23,no
16,0,2,35,0,0,30,no
12,0,5,18,0,66,61,no
2,0,2,15,0,25,11,no
10,0,4,22,1,25,41,no
8,0,3,16,0,33,35,no
8,0,2,15,0,0,27,no
14,0,6,19,0,55,71,yes
8,0,13,26,0,53,54,no
24,0,4,754,0,57,91,no
8,0,2,19,0,0,43,no
3,0,3,892,0,0,12,no
8,0,9,39,0,55,44,no
26,1,8,707,0,70,186,no
27,0,4,17,0,56,83,no
16,0,4,22,1,25,67,no
54,0,41,930,0,93,521,yes
12,7,11,24,0,54,83,no
14,0,7,20,0,75,89,yes
4,0,1,14,0,0,25,yes
40,0,24,37,0,85,386,yes
14,0,7,20,0,78,57,yes
11,0,7,735,0,64,69,yes
14,0,2,15,0,100,131,yes
22,0,4,17,0,87,48,no
12,0,2,35,0,50,18,no
11,0,2,35,0,0,17,no
23,0,10,760,0,85,87,no
3,0,2,15,0,0,9,no
3,0,2,15,0,0,9,no
39,0,6,19,0,64,283,yes
18,0,3,753,0,41,86,yes
21,0,3,753,0,44,98,yes
3,0,1,14,0,0,10,no
5,0,8,24,0,68,80,no
11,0,2,15,0,0,36,yes
21,0,5,704,0,53,86,no
27,0,5,755,0,68,151,no
7,0,2,35,0,0,11,no
6,0,1,17,0,0,7,no
8,0,2,35,0,0,13,no
11,0,2,35,0,0,36,no
8,0,2,35,0,0,13,no
34,0,7,706,0,63,196,yes
20,0,6,705,0,53,149,yes
25,0,6,705,0,48,208,no
26,0,6,705,0,53,174,yes
19,0,5,704,0,46,320,yes
24,0,8,707,0,64,198,yes
4,0,4,812,0,75,48,no
6,0,1,14,0,0,6,yes
4,0,1,14,0,0,9,yes
7,0,1,14,0,0,25,yes
26,0,5,704,0,40,202,no
11,0,5,704,0,40,107,no
18,0,6,705,0,62,136,no
17,0,6,713,1,53,117,yes
29,0,6,705,0,66,234,yes
12,0,2,35,0,0,27,yes
10,0,2,35,0,0,23,no
2,0,3,16,0,66,14,yes
17,0,6,705,0,46,147,yes
38,0,2,752,0,50,191,yes
3,0,2,35,0,0,8,no
5,0,2,35,0,0,40,no
23,0,6,705,0,78,216,no
39,0,5,704,0,51,601,yes
5,2,2,35,0,0,15,no
13,0,2,35,0,0,27,no
10,0,2,35,0,0,26,no
11,0,2,37,1,0,27,no
10,0,2,37,1,0,26,no
2,0,3,16,0,0,16,yes
12,0,2,35,0,0,32,yes
14,0,2,35,0,0,34,yes
19,0,5,704,0,44,234,no
23,0,5,704,0,64,171,no
10,0,2,35,0,0,27,yes
