@relation 'logical DOC 8.3.4 new'

@attribute CBO numeric
@attribute NOC numeric
@attribute WMC numeric
@attribute RFC numeric
@attribute DIT numeric
@attribute LCOM numeric
@attribute SLOC numeric
@attribute change {no,yes}

@data
2,0,4,2,2,30,56,no
8,0,7,2,2,0,159,yes
11,0,7,6,3,53,264,yes
8,0,18,4,3,55,251,no
16,0,19,11,3,67,339,no
8,0,14,7,2,67,113,no
1,2,3,3,2,33,15,no
9,0,27,4,2,56,166,no
6,0,12,6,3,26,87,yes
11,0,9,3,2,50,132,yes
11,0,8,6,3,53,186,yes
10,0,8,6,3,53,141,yes
11,0,11,7,3,62,334,yes
10,0,15,5,3,64,248,yes
9,0,7,5,3,50,237,yes
3,0,13,1,2,0,115,yes
4,0,10,1,2,0,100,yes
4,0,10,1,2,0,65,yes
2,0,5,10,3,66,17,no
11,0,25,5,2,55,209,yes
17,0,43,28,2,83,239,no
7,0,31,9,2,76,213,yes
13,0,42,5,2,60,256,yes
3,0,1,1,2,0,60,no
2,0,6,5,2,70,112,yes
7,0,18,14,1,86,78,no
3,0,28,55,4,66,98,yes
8,0,14,6,2,83,65,no
20,0,38,26,2,90,196,yes
1,0,1,5,3,0,5,no
10,0,9,1,2,0,151,yes
10,0,15,7,2,77,201,yes
7,0,11,3,2,0,92,no
11,0,15,6,3,60,188,no
8,0,17,5,2,44,108,yes
9,0,14,8,2,69,110,no
3,0,12,3,2,33,62,no
9,0,9,6,3,53,181,no
5,0,4,3,2,33,139,no
8,0,10,6,2,70,156,no
7,0,6,1,2,25,236,yes
9,0,10,8,3,47,183,no
8,0,6,5,2,50,151,no
8,0,6,3,2,41,84,no
4,0,13,1,2,0,145,yes
6,0,10,4,3,41,158,no
7,0,13,3,2,0,115,no
9,0,2,5,3,0,55,no
3,0,1,1,2,0,37,no
3,0,9,6,2,62,62,no
9,0,5,3,3,50,93,no
0,4,3,3,2,66,12,no
7,0,2,5,3,33,44,no
8,0,11,7,2,62,98,yes
1,2,3,3,2,33,14,no
3,0,5,6,3,33,49,no
7,0,9,7,2,47,162,yes
3,0,1,2,3,0,9,no
8,0,11,7,2,62,96,no
1,2,3,3,2,33,14,no
5,0,11,6,3,22,100,yes
11,0,16,8,2,62,221,yes
3,0,9,3,2,33,82,no
9,0,20,9,3,56,338,no
7,0,56,4,3,65,431,no
4,0,6,3,2,33,87,no
6,0,6,5,2,60,195,no
8,0,19,5,2,60,228,no
4,0,5,3,2,33,86,no
11,0,64,4,3,66,416,yes
2,0,1,2,3,0,6,no
2,0,2,2,2,0,60,no
6,0,7,5,2,30,199,no
4,0,1,2,3,0,128,no
11,0,37,5,3,50,206,yes
5,0,2,2,3,0,53,no
6,0,2,3,3,50,45,no
7,0,5,4,3,33,68,no
1,0,1,1,2,0,22,no
14,0,18,13,3,86,766,yes
4,0,16,1,2,0,200,yes
11,0,19,7,2,42,263,no
7,0,16,7,3,73,214,no
8,0,8,3,2,33,109,no
6,0,3,2,2,25,59,no
2,0,4,2,2,0,37,no
4,0,6,3,2,33,166,no
2,0,14,2,2,0,208,yes
6,0,3,4,3,50,48,no
3,0,2,2,2,50,39,no
5,0,2,2,3,0,68,no
8,0,5,3,3,0,29,yes
1,0,2,2,2,0,43,no
4,0,2,2,2,0,38,no
1,0,3,2,2,50,30,no
8,0,5,4,2,50,120,no
3,0,5,3,2,33,127,no
6,0,5,3,2,33,129,no
7,0,20,2,2,0,279,yes
13,0,17,7,2,69,129,no
5,0,8,3,2,22,56,no
4,0,13,3,2,54,186,no
6,0,13,9,3,75,340,yes
12,0,13,8,2,82,311,yes
3,0,2,3,3,0,12,no
9,0,5,5,2,90,193,yes
8,0,2,2,2,50,103,no
8,0,2,2,2,50,105,no
10,0,8,3,2,42,107,no
3,0,1,1,2,0,60,no
6,0,28,7,2,58,344,no
13,0,25,9,2,75,170,no
9,0,19,7,2,69,278,no
5,0,19,3,2,38,114,no
5,0,22,3,2,33,121,yes
13,0,10,7,3,61,192,no
7,0,6,2,2,25,57,no
6,0,8,4,2,41,122,no
8,0,5,2,2,25,71,no
6,0,5,3,2,33,67,yes
7,0,18,6,2,58,80,no
3,0,3,3,2,26,67,no
9,0,38,23,2,79,206,no
4,0,1,1,2,0,40,no
18,0,37,12,2,82,754,no
11,0,37,7,2,60,407,no
4,0,1,1,2,0,43,no
3,0,1,1,2,0,11,no
5,0,11,4,2,67,84,no
11,0,22,8,3,60,113,no
7,0,14,9,2,55,152,no
8,0,9,6,2,60,205,no
7,0,3,2,2,12,48,no
8,0,14,4,2,56,166,no
5,0,4,1,2,0,68,yes
9,0,7,4,2,46,348,yes
3,0,5,5,2,80,186,no
5,0,3,2,2,40,73,no
8,0,3,2,2,25,56,no
8,0,9,3,2,33,115,no
5,0,4,3,2,16,111,no
5,0,2,2,2,0,49,no
2,0,4,2,2,0,37,no
4,0,1,1,2,100,91,no
6,0,5,5,1,62,54,no
16,2,44,9,2,71,385,yes
1,0,3,12,3,0,11,no
4,0,1,1,2,33,60,no
14,0,18,7,1,72,312,yes
0,0,28,28,1,92,100,no
0,0,8,1,1,0,35,no
0,0,21,9,1,88,77,no
0,0,6,2,2,0,36,no
1,0,17,3,1,0,90,no
